1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 3600000062392621
Is Mission Active?  true
Mission Start:  Fri Jul 21 15:13:00 AKDT 2023
Sample Rate:  Every 1 minute(s)
Number of Mission Samples:  1578
Total Samples:  3051
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
7/22/23 1:40:00 AM,C,5.5
7/22/23 1:41:00 AM,C,5.5
7/22/23 1:42:00 AM,C,5.5
7/22/23 1:43:00 AM,C,5.5
7/22/23 1:44:00 AM,C,5.5
7/22/23 1:45:00 AM,C,5.5
7/22/23 1:46:00 AM,C,5.5
7/22/23 1:47:00 AM,C,5.5
7/22/23 1:48:00 AM,C,5.5
7/22/23 1:49:00 AM,C,5.5
7/22/23 1:50:00 AM,C,5.5
7/22/23 1:51:00 AM,C,5.5
7/22/23 1:52:00 AM,C,5.5
7/22/23 1:53:00 AM,C,5.5
7/22/23 1:54:00 AM,C,5
7/22/23 1:55:00 AM,C,5
7/22/23 1:56:00 AM,C,5
7/22/23 1:57:00 AM,C,5
7/22/23 1:58:00 AM,C,5
7/22/23 1:59:00 AM,C,5
7/22/23 2:00:00 AM,C,5
7/22/23 2:01:00 AM,C,5
7/22/23 2:02:00 AM,C,5
7/22/23 2:03:00 AM,C,5
7/22/23 2:04:00 AM,C,5
7/22/23 2:05:00 AM,C,5
7/22/23 2:06:00 AM,C,5
7/22/23 2:07:00 AM,C,5
7/22/23 2:08:00 AM,C,5
7/22/23 2:09:00 AM,C,5
7/22/23 2:10:00 AM,C,5
7/22/23 2:11:00 AM,C,5
7/22/23 2:12:00 AM,C,5
7/22/23 2:13:00 AM,C,5
7/22/23 2:14:00 AM,C,5
7/22/23 2:15:00 AM,C,5
7/22/23 2:16:00 AM,C,5.5
7/22/23 2:17:00 AM,C,5.5
7/22/23 2:18:00 AM,C,5.5
7/22/23 2:19:00 AM,C,5.5
7/22/23 2:20:00 AM,C,5.5
7/22/23 2:21:00 AM,C,5.5
7/22/23 2:22:00 AM,C,5.5
7/22/23 2:23:00 AM,C,5.5
7/22/23 2:24:00 AM,C,5.5
7/22/23 2:25:00 AM,C,5.5
7/22/23 2:26:00 AM,C,5.5
7/22/23 2:27:00 AM,C,6
7/22/23 2:28:00 AM,C,6
7/22/23 2:29:00 AM,C,5.5
7/22/23 2:30:00 AM,C,5.5
7/22/23 2:31:00 AM,C,5.5
7/22/23 2:32:00 AM,C,5.5
7/22/23 2:33:00 AM,C,5.5
7/22/23 2:34:00 AM,C,6
7/22/23 2:35:00 AM,C,6
7/22/23 2:36:00 AM,C,6
7/22/23 2:37:00 AM,C,6
7/22/23 2:38:00 AM,C,6
7/22/23 2:39:00 AM,C,6
7/22/23 2:40:00 AM,C,6
7/22/23 2:41:00 AM,C,6
7/22/23 2:42:00 AM,C,6
7/22/23 2:43:00 AM,C,6
7/22/23 2:44:00 AM,C,6
7/22/23 2:45:00 AM,C,6
7/22/23 2:46:00 AM,C,6
7/22/23 2:47:00 AM,C,6
7/22/23 2:48:00 AM,C,6
7/22/23 2:49:00 AM,C,6
7/22/23 2:50:00 AM,C,6
7/22/23 2:51:00 AM,C,6
7/22/23 2:52:00 AM,C,6.5
7/22/23 2:53:00 AM,C,6.5
7/22/23 2:54:00 AM,C,6.5
7/22/23 2:55:00 AM,C,6.5
7/22/23 2:56:00 AM,C,6.5
7/22/23 2:57:00 AM,C,6.5
7/22/23 2:58:00 AM,C,6.5
7/22/23 2:59:00 AM,C,6.5
7/22/23 3:00:00 AM,C,6.5
7/22/23 3:01:00 AM,C,6.5
7/22/23 3:02:00 AM,C,6.5
7/22/23 3:03:00 AM,C,6.5
7/22/23 3:04:00 AM,C,6.5
7/22/23 3:05:00 AM,C,6.5
7/22/23 3:06:00 AM,C,6.5
7/22/23 3:07:00 AM,C,6.5
7/22/23 3:08:00 AM,C,6.5
7/22/23 3:09:00 AM,C,6.5
7/22/23 3:10:00 AM,C,6.5
7/22/23 3:11:00 AM,C,6.5
7/22/23 3:12:00 AM,C,6.5
7/22/23 3:13:00 AM,C,6.5
7/22/23 3:14:00 AM,C,6.5
7/22/23 3:15:00 AM,C,6.5
7/22/23 3:16:00 AM,C,6.5
7/22/23 3:17:00 AM,C,6.5
7/22/23 3:18:00 AM,C,6.5
7/22/23 3:19:00 AM,C,6.5
7/22/23 3:20:00 AM,C,6.5
7/22/23 3:21:00 AM,C,6.5
7/22/23 3:22:00 AM,C,6.5
7/22/23 3:23:00 AM,C,6.5
7/22/23 3:24:00 AM,C,6.5
7/22/23 3:25:00 AM,C,6.5
7/22/23 3:26:00 AM,C,6
7/22/23 3:27:00 AM,C,6
7/22/23 3:28:00 AM,C,6
7/22/23 3:29:00 AM,C,6
7/22/23 3:30:00 AM,C,6.5
7/22/23 3:31:00 AM,C,6.5
7/22/23 3:32:00 AM,C,6.5
7/22/23 3:33:00 AM,C,6.5
7/22/23 3:34:00 AM,C,6.5
7/22/23 3:35:00 AM,C,6.5
7/22/23 3:36:00 AM,C,6.5
7/22/23 3:37:00 AM,C,6.5
7/22/23 3:38:00 AM,C,6.5
7/22/23 3:39:00 AM,C,6.5
7/22/23 3:40:00 AM,C,6.5
7/22/23 3:41:00 AM,C,6.5
7/22/23 3:42:00 AM,C,6.5
7/22/23 3:43:00 AM,C,6.5
7/22/23 3:44:00 AM,C,6.5
7/22/23 3:45:00 AM,C,6.5
7/22/23 3:46:00 AM,C,6.5
7/22/23 3:47:00 AM,C,6.5
7/22/23 3:48:00 AM,C,6.5
7/22/23 3:49:00 AM,C,6.5
7/22/23 3:50:00 AM,C,6
7/22/23 3:51:00 AM,C,6
7/22/23 3:52:00 AM,C,6
7/22/23 3:53:00 AM,C,6
7/22/23 3:54:00 AM,C,6
7/22/23 3:55:00 AM,C,6
7/22/23 3:56:00 AM,C,6
7/22/23 3:57:00 AM,C,6
7/22/23 3:58:00 AM,C,6
7/22/23 3:59:00 AM,C,6
7/22/23 4:00:00 AM,C,6
7/22/23 4:01:00 AM,C,6
7/22/23 4:02:00 AM,C,6
7/22/23 4:03:00 AM,C,6
7/22/23 4:04:00 AM,C,6
7/22/23 4:05:00 AM,C,6
7/22/23 4:06:00 AM,C,6
7/22/23 4:07:00 AM,C,6
7/22/23 4:08:00 AM,C,6
7/22/23 4:09:00 AM,C,6
7/22/23 4:10:00 AM,C,6
7/22/23 4:11:00 AM,C,6
7/22/23 4:12:00 AM,C,6
7/22/23 4:13:00 AM,C,6
7/22/23 4:14:00 AM,C,6
7/22/23 4:15:00 AM,C,6
7/22/23 4:16:00 AM,C,6
7/22/23 4:17:00 AM,C,6
7/22/23 4:18:00 AM,C,6
7/22/23 4:19:00 AM,C,6
7/22/23 4:20:00 AM,C,6
7/22/23 4:21:00 AM,C,6.5
7/22/23 4:22:00 AM,C,6.5
7/22/23 4:23:00 AM,C,6.5
7/22/23 4:24:00 AM,C,6.5
7/22/23 4:25:00 AM,C,6.5
7/22/23 4:26:00 AM,C,6.5
7/22/23 4:27:00 AM,C,6.5
7/22/23 4:28:00 AM,C,6.5
7/22/23 4:29:00 AM,C,6.5
7/22/23 4:30:00 AM,C,6.5
7/22/23 4:31:00 AM,C,6.5
7/22/23 4:32:00 AM,C,6.5
7/22/23 4:33:00 AM,C,6.5
7/22/23 4:34:00 AM,C,6.5
7/22/23 4:35:00 AM,C,6.5
7/22/23 4:36:00 AM,C,6.5
7/22/23 4:37:00 AM,C,6.5
7/22/23 4:38:00 AM,C,6.5
7/22/23 4:39:00 AM,C,6.5
7/22/23 4:40:00 AM,C,6.5
7/22/23 4:41:00 AM,C,6.5
7/22/23 4:42:00 AM,C,6.5
7/22/23 4:43:00 AM,C,6.5
7/22/23 4:44:00 AM,C,6.5
7/22/23 4:45:00 AM,C,6.5
7/22/23 4:46:00 AM,C,6.5
7/22/23 4:47:00 AM,C,6.5
7/22/23 4:48:00 AM,C,6.5
7/22/23 4:49:00 AM,C,6.5
7/22/23 4:50:00 AM,C,6.5
7/22/23 4:51:00 AM,C,6.5
7/22/23 4:52:00 AM,C,6.5
7/22/23 4:53:00 AM,C,6.5
7/22/23 4:54:00 AM,C,6.5
7/22/23 4:55:00 AM,C,6.5
7/22/23 4:56:00 AM,C,6.5
7/22/23 4:57:00 AM,C,7
7/22/23 4:58:00 AM,C,7
7/22/23 4:59:00 AM,C,7
7/22/23 5:00:00 AM,C,7
7/22/23 5:01:00 AM,C,7
7/22/23 5:02:00 AM,C,7
7/22/23 5:03:00 AM,C,7
7/22/23 5:04:00 AM,C,7
7/22/23 5:05:00 AM,C,7
7/22/23 5:06:00 AM,C,7
7/22/23 5:07:00 AM,C,7
7/22/23 5:08:00 AM,C,7
7/22/23 5:09:00 AM,C,7
7/22/23 5:10:00 AM,C,7
7/22/23 5:11:00 AM,C,7
7/22/23 5:12:00 AM,C,7
7/22/23 5:13:00 AM,C,7.5
7/22/23 5:14:00 AM,C,7.5
7/22/23 5:15:00 AM,C,7.5
7/22/23 5:16:00 AM,C,7.5
7/22/23 5:17:00 AM,C,7.5
7/22/23 5:18:00 AM,C,7.5
7/22/23 5:19:00 AM,C,7.5
7/22/23 5:20:00 AM,C,7.5
7/22/23 5:21:00 AM,C,7.5
7/22/23 5:22:00 AM,C,7.5
7/22/23 5:23:00 AM,C,7.5
7/22/23 5:24:00 AM,C,7.5
7/22/23 5:25:00 AM,C,7.5
7/22/23 5:26:00 AM,C,7.5
7/22/23 5:27:00 AM,C,7
7/22/23 5:28:00 AM,C,7
7/22/23 5:29:00 AM,C,7
7/22/23 5:30:00 AM,C,7
7/22/23 5:31:00 AM,C,7
7/22/23 5:32:00 AM,C,7
7/22/23 5:33:00 AM,C,7
7/22/23 5:34:00 AM,C,7
7/22/23 5:35:00 AM,C,7
7/22/23 5:36:00 AM,C,7
7/22/23 5:37:00 AM,C,7
7/22/23 5:38:00 AM,C,7
7/22/23 5:39:00 AM,C,7
7/22/23 5:40:00 AM,C,7.5
7/22/23 5:41:00 AM,C,7.5
7/22/23 5:42:00 AM,C,7.5
7/22/23 5:43:00 AM,C,7.5
7/22/23 5:44:00 AM,C,7.5
7/22/23 5:45:00 AM,C,7.5
7/22/23 5:46:00 AM,C,7.5
7/22/23 5:47:00 AM,C,7
7/22/23 5:48:00 AM,C,7
7/22/23 5:49:00 AM,C,7
7/22/23 5:50:00 AM,C,7
7/22/23 5:51:00 AM,C,7
7/22/23 5:52:00 AM,C,7
7/22/23 5:53:00 AM,C,7
7/22/23 5:54:00 AM,C,7
7/22/23 5:55:00 AM,C,7
7/22/23 5:56:00 AM,C,7
7/22/23 5:57:00 AM,C,7
7/22/23 5:58:00 AM,C,7
7/22/23 5:59:00 AM,C,7
7/22/23 6:00:00 AM,C,7
7/22/23 6:01:00 AM,C,7
7/22/23 6:02:00 AM,C,7
7/22/23 6:03:00 AM,C,7
7/22/23 6:04:00 AM,C,7
7/22/23 6:05:00 AM,C,7
7/22/23 6:06:00 AM,C,7
7/22/23 6:07:00 AM,C,7
7/22/23 6:08:00 AM,C,7
7/22/23 6:09:00 AM,C,7
7/22/23 6:10:00 AM,C,7
7/22/23 6:11:00 AM,C,7
7/22/23 6:12:00 AM,C,7
7/22/23 6:13:00 AM,C,7
7/22/23 6:14:00 AM,C,6.5
7/22/23 6:15:00 AM,C,6.5
7/22/23 6:16:00 AM,C,6.5
7/22/23 6:17:00 AM,C,6.5
7/22/23 6:18:00 AM,C,6.5
7/22/23 6:19:00 AM,C,6
7/22/23 6:20:00 AM,C,6
7/22/23 6:21:00 AM,C,6
7/22/23 6:22:00 AM,C,6
7/22/23 6:23:00 AM,C,6
7/22/23 6:24:00 AM,C,6
7/22/23 6:25:00 AM,C,6
7/22/23 6:26:00 AM,C,6
7/22/23 6:27:00 AM,C,6
7/22/23 6:28:00 AM,C,6
7/22/23 6:29:00 AM,C,6
7/22/23 6:30:00 AM,C,6
7/22/23 6:31:00 AM,C,6
7/22/23 6:32:00 AM,C,6
7/22/23 6:33:00 AM,C,6
7/22/23 6:34:00 AM,C,6
7/22/23 6:35:00 AM,C,6
7/22/23 6:36:00 AM,C,6
7/22/23 6:37:00 AM,C,6
7/22/23 6:38:00 AM,C,6
7/22/23 6:39:00 AM,C,6
7/22/23 6:40:00 AM,C,6
7/22/23 6:41:00 AM,C,6
7/22/23 6:42:00 AM,C,6
7/22/23 6:43:00 AM,C,6
7/22/23 6:44:00 AM,C,6
7/22/23 6:45:00 AM,C,6.5
7/22/23 6:46:00 AM,C,6.5
7/22/23 6:47:00 AM,C,6.5
7/22/23 6:48:00 AM,C,6.5
7/22/23 6:49:00 AM,C,6.5
7/22/23 6:50:00 AM,C,6.5
7/22/23 6:51:00 AM,C,6.5
7/22/23 6:52:00 AM,C,6.5
7/22/23 6:53:00 AM,C,6.5
7/22/23 6:54:00 AM,C,6.5
7/22/23 6:55:00 AM,C,6.5
7/22/23 6:56:00 AM,C,6.5
7/22/23 6:57:00 AM,C,6.5
7/22/23 6:58:00 AM,C,6.5
7/22/23 6:59:00 AM,C,6.5
7/22/23 7:00:00 AM,C,6.5
7/22/23 7:01:00 AM,C,6.5
7/22/23 7:02:00 AM,C,7
7/22/23 7:03:00 AM,C,7
7/22/23 7:04:00 AM,C,7
7/22/23 7:05:00 AM,C,7
7/22/23 7:06:00 AM,C,7
7/22/23 7:07:00 AM,C,7
7/22/23 7:08:00 AM,C,7
7/22/23 7:09:00 AM,C,7
7/22/23 7:10:00 AM,C,7
7/22/23 7:11:00 AM,C,7
7/22/23 7:12:00 AM,C,7.5
7/22/23 7:13:00 AM,C,7.5
7/22/23 7:14:00 AM,C,7.5
7/22/23 7:15:00 AM,C,7.5
7/22/23 7:16:00 AM,C,7.5
7/22/23 7:17:00 AM,C,7.5
7/22/23 7:18:00 AM,C,7.5
7/22/23 7:19:00 AM,C,7.5
7/22/23 7:20:00 AM,C,7.5
7/22/23 7:21:00 AM,C,7.5
7/22/23 7:22:00 AM,C,7.5
7/22/23 7:23:00 AM,C,7.5
7/22/23 7:24:00 AM,C,7.5
7/22/23 7:25:00 AM,C,7.5
7/22/23 7:26:00 AM,C,7
7/22/23 7:27:00 AM,C,7
7/22/23 7:28:00 AM,C,7
7/22/23 7:29:00 AM,C,7
7/22/23 7:30:00 AM,C,7
7/22/23 7:31:00 AM,C,7
7/22/23 7:32:00 AM,C,7
7/22/23 7:33:00 AM,C,7.5
7/22/23 7:34:00 AM,C,7.5
7/22/23 7:35:00 AM,C,7.5
7/22/23 7:36:00 AM,C,7.5
7/22/23 7:37:00 AM,C,7.5
7/22/23 7:38:00 AM,C,7.5
7/22/23 7:39:00 AM,C,7.5
7/22/23 7:40:00 AM,C,8
7/22/23 7:41:00 AM,C,8
7/22/23 7:42:00 AM,C,8
7/22/23 7:43:00 AM,C,8
7/22/23 7:44:00 AM,C,8
7/22/23 7:45:00 AM,C,8
7/22/23 7:46:00 AM,C,8
7/22/23 7:47:00 AM,C,8
7/22/23 7:48:00 AM,C,8
7/22/23 7:49:00 AM,C,8
7/22/23 7:50:00 AM,C,8
7/22/23 7:51:00 AM,C,8
7/22/23 7:52:00 AM,C,8
7/22/23 7:53:00 AM,C,7.5
7/22/23 7:54:00 AM,C,7.5
7/22/23 7:55:00 AM,C,7.5
7/22/23 7:56:00 AM,C,7.5
7/22/23 7:57:00 AM,C,7.5
7/22/23 7:58:00 AM,C,7.5
7/22/23 7:59:00 AM,C,7.5
7/22/23 8:00:00 AM,C,7.5
7/22/23 8:01:00 AM,C,7.5
7/22/23 8:02:00 AM,C,7.5
7/22/23 8:03:00 AM,C,7.5
7/22/23 8:04:00 AM,C,7.5
7/22/23 8:05:00 AM,C,7.5
7/22/23 8:06:00 AM,C,7.5
7/22/23 8:07:00 AM,C,8
7/22/23 8:08:00 AM,C,8
7/22/23 8:09:00 AM,C,8
7/22/23 8:10:00 AM,C,8
7/22/23 8:11:00 AM,C,8
7/22/23 8:12:00 AM,C,8
7/22/23 8:13:00 AM,C,8
7/22/23 8:14:00 AM,C,8
7/22/23 8:15:00 AM,C,8
7/22/23 8:16:00 AM,C,8
7/22/23 8:17:00 AM,C,7.5
7/22/23 8:18:00 AM,C,7.5
7/22/23 8:19:00 AM,C,7.5
7/22/23 8:20:00 AM,C,7.5
7/22/23 8:21:00 AM,C,7.5
7/22/23 8:22:00 AM,C,7.5
7/22/23 8:23:00 AM,C,7.5
7/22/23 8:24:00 AM,C,7.5
7/22/23 8:25:00 AM,C,7.5
7/22/23 8:26:00 AM,C,7.5
7/22/23 8:27:00 AM,C,7
7/22/23 8:28:00 AM,C,7
7/22/23 8:29:00 AM,C,7
7/22/23 8:30:00 AM,C,7
7/22/23 8:31:00 AM,C,7
7/22/23 8:32:00 AM,C,7
7/22/23 8:33:00 AM,C,7
7/22/23 8:34:00 AM,C,7
7/22/23 8:35:00 AM,C,7
7/22/23 8:36:00 AM,C,7
7/22/23 8:37:00 AM,C,7
7/22/23 8:38:00 AM,C,7
7/22/23 8:39:00 AM,C,7
7/22/23 8:40:00 AM,C,7
7/22/23 8:41:00 AM,C,7
7/22/23 8:42:00 AM,C,7
7/22/23 8:43:00 AM,C,7
7/22/23 8:44:00 AM,C,7
7/22/23 8:45:00 AM,C,7
7/22/23 8:46:00 AM,C,7
7/22/23 8:47:00 AM,C,7
7/22/23 8:48:00 AM,C,7
7/22/23 8:49:00 AM,C,7
7/22/23 8:50:00 AM,C,7
7/22/23 8:51:00 AM,C,7
7/22/23 8:52:00 AM,C,7
7/22/23 8:53:00 AM,C,7
7/22/23 8:54:00 AM,C,7
7/22/23 8:55:00 AM,C,7
7/22/23 8:56:00 AM,C,7
7/22/23 8:57:00 AM,C,7
7/22/23 8:58:00 AM,C,7
7/22/23 8:59:00 AM,C,7
7/22/23 9:00:00 AM,C,7
7/22/23 9:01:00 AM,C,7
7/22/23 9:02:00 AM,C,7
7/22/23 9:03:00 AM,C,7
7/22/23 9:04:00 AM,C,7
7/22/23 9:05:00 AM,C,7
7/22/23 9:06:00 AM,C,7
7/22/23 9:07:00 AM,C,7
7/22/23 9:08:00 AM,C,7
7/22/23 9:09:00 AM,C,7
7/22/23 9:10:00 AM,C,7
7/22/23 9:11:00 AM,C,7
7/22/23 9:12:00 AM,C,7
7/22/23 9:13:00 AM,C,7
7/22/23 9:14:00 AM,C,7
7/22/23 9:15:00 AM,C,7
7/22/23 9:16:00 AM,C,7
7/22/23 9:17:00 AM,C,7
7/22/23 9:18:00 AM,C,7
7/22/23 9:19:00 AM,C,7
7/22/23 9:20:00 AM,C,7
7/22/23 9:21:00 AM,C,7
7/22/23 9:22:00 AM,C,7
7/22/23 9:23:00 AM,C,7
7/22/23 9:24:00 AM,C,7
7/22/23 9:25:00 AM,C,7
7/22/23 9:26:00 AM,C,6.5
7/22/23 9:27:00 AM,C,6.5
7/22/23 9:28:00 AM,C,6.5
7/22/23 9:29:00 AM,C,6.5
7/22/23 9:30:00 AM,C,6.5
7/22/23 9:31:00 AM,C,6.5
7/22/23 9:32:00 AM,C,6.5
7/22/23 9:33:00 AM,C,6.5
7/22/23 9:34:00 AM,C,6.5
7/22/23 9:35:00 AM,C,6.5
7/22/23 9:36:00 AM,C,6.5
7/22/23 9:37:00 AM,C,6.5
7/22/23 9:38:00 AM,C,6.5
7/22/23 9:39:00 AM,C,6.5
7/22/23 9:40:00 AM,C,6.5
7/22/23 9:41:00 AM,C,6.5
7/22/23 9:42:00 AM,C,6.5
7/22/23 9:43:00 AM,C,6.5
7/22/23 9:44:00 AM,C,7
7/22/23 9:45:00 AM,C,7
7/22/23 9:46:00 AM,C,7
7/22/23 9:47:00 AM,C,7
7/22/23 9:48:00 AM,C,7
7/22/23 9:49:00 AM,C,7
7/22/23 9:50:00 AM,C,7
7/22/23 9:51:00 AM,C,7
7/22/23 9:52:00 AM,C,7
7/22/23 9:53:00 AM,C,7
7/22/23 9:54:00 AM,C,7
7/22/23 9:55:00 AM,C,7
7/22/23 9:56:00 AM,C,7
7/22/23 9:57:00 AM,C,7
7/22/23 9:58:00 AM,C,7
7/22/23 9:59:00 AM,C,7
7/22/23 10:00:00 AM,C,7
7/22/23 10:01:00 AM,C,7
7/22/23 10:02:00 AM,C,7
7/22/23 10:03:00 AM,C,7
7/22/23 10:04:00 AM,C,7
7/22/23 10:05:00 AM,C,7
7/22/23 10:06:00 AM,C,7
7/22/23 10:07:00 AM,C,7
7/22/23 10:08:00 AM,C,7
7/22/23 10:09:00 AM,C,7
7/22/23 10:10:00 AM,C,7
7/22/23 10:11:00 AM,C,7
7/22/23 10:12:00 AM,C,7
7/22/23 10:13:00 AM,C,7
7/22/23 10:14:00 AM,C,7
7/22/23 10:15:00 AM,C,7
7/22/23 10:16:00 AM,C,7
7/22/23 10:17:00 AM,C,7
7/22/23 10:18:00 AM,C,7
7/22/23 10:19:00 AM,C,7
7/22/23 10:20:00 AM,C,7.5
7/22/23 10:21:00 AM,C,7.5
7/22/23 10:22:00 AM,C,7.5
7/22/23 10:23:00 AM,C,7.5
7/22/23 10:24:00 AM,C,7.5
7/22/23 10:25:00 AM,C,7.5
7/22/23 10:26:00 AM,C,7.5
7/22/23 10:27:00 AM,C,7.5
7/22/23 10:28:00 AM,C,8
7/22/23 10:29:00 AM,C,8
7/22/23 10:30:00 AM,C,8
7/22/23 10:31:00 AM,C,8
7/22/23 10:32:00 AM,C,8
7/22/23 10:33:00 AM,C,8
7/22/23 10:34:00 AM,C,7.5
7/22/23 10:35:00 AM,C,7.5
7/22/23 10:36:00 AM,C,7.5
7/22/23 10:37:00 AM,C,7.5
7/22/23 10:38:00 AM,C,7.5
7/22/23 10:39:00 AM,C,7.5
7/22/23 10:40:00 AM,C,7.5
7/22/23 10:41:00 AM,C,7.5
7/22/23 10:42:00 AM,C,7.5
7/22/23 10:43:00 AM,C,7.5
7/22/23 10:44:00 AM,C,7.5
7/22/23 10:45:00 AM,C,7.5
7/22/23 10:46:00 AM,C,7.5
7/22/23 10:47:00 AM,C,8
7/22/23 10:48:00 AM,C,8
7/22/23 10:49:00 AM,C,8
7/22/23 10:50:00 AM,C,8
7/22/23 10:51:00 AM,C,8
7/22/23 10:52:00 AM,C,7.5
7/22/23 10:53:00 AM,C,7.5
7/22/23 10:54:00 AM,C,7.5
7/22/23 10:55:00 AM,C,7.5
7/22/23 10:56:00 AM,C,7.5
7/22/23 10:57:00 AM,C,7.5
7/22/23 10:58:00 AM,C,7.5
7/22/23 10:59:00 AM,C,7.5
7/22/23 11:00:00 AM,C,7.5
7/22/23 11:01:00 AM,C,7.5
7/22/23 11:02:00 AM,C,7.5
7/22/23 11:03:00 AM,C,7.5
7/22/23 11:04:00 AM,C,7.5
7/22/23 11:05:00 AM,C,7.5
7/22/23 11:06:00 AM,C,7.5
7/22/23 11:07:00 AM,C,7.5
7/22/23 11:08:00 AM,C,7.5
7/22/23 11:09:00 AM,C,7.5
7/22/23 11:10:00 AM,C,7.5
7/22/23 11:11:00 AM,C,7.5
7/22/23 11:12:00 AM,C,7.5
7/22/23 11:13:00 AM,C,7.5
7/22/23 11:14:00 AM,C,7.5
7/22/23 11:15:00 AM,C,7.5
7/22/23 11:16:00 AM,C,7.5
7/22/23 11:17:00 AM,C,7.5
7/22/23 11:18:00 AM,C,7.5
7/22/23 11:19:00 AM,C,7.5
7/22/23 11:20:00 AM,C,7.5
7/22/23 11:21:00 AM,C,7.5
7/22/23 11:22:00 AM,C,7
7/22/23 11:23:00 AM,C,7
7/22/23 11:24:00 AM,C,7
7/22/23 11:25:00 AM,C,7
7/22/23 11:26:00 AM,C,7
7/22/23 11:27:00 AM,C,7
7/22/23 11:28:00 AM,C,7
7/22/23 11:29:00 AM,C,7
7/22/23 11:30:00 AM,C,7
7/22/23 11:31:00 AM,C,7
7/22/23 11:32:00 AM,C,7
7/22/23 11:33:00 AM,C,7
7/22/23 11:34:00 AM,C,7
7/22/23 11:35:00 AM,C,7
7/22/23 11:36:00 AM,C,7
7/22/23 11:37:00 AM,C,7
7/22/23 11:38:00 AM,C,7
7/22/23 11:39:00 AM,C,7
7/22/23 11:40:00 AM,C,7
7/22/23 11:41:00 AM,C,6.5
7/22/23 11:42:00 AM,C,6.5
7/22/23 11:43:00 AM,C,6.5
7/22/23 11:44:00 AM,C,7
7/22/23 11:45:00 AM,C,7
7/22/23 11:46:00 AM,C,7
7/22/23 11:47:00 AM,C,7
7/22/23 11:48:00 AM,C,6.5
7/22/23 11:49:00 AM,C,6.5
7/22/23 11:50:00 AM,C,6.5
7/22/23 11:51:00 AM,C,6.5
7/22/23 11:52:00 AM,C,6.5
7/22/23 11:53:00 AM,C,6.5
7/22/23 11:54:00 AM,C,6.5
7/22/23 11:55:00 AM,C,6.5
7/22/23 11:56:00 AM,C,6.5
7/22/23 11:57:00 AM,C,6.5
7/22/23 11:58:00 AM,C,6.5
7/22/23 11:59:00 AM,C,6.5
7/22/23 12:00:00 PM,C,6.5
7/22/23 12:01:00 PM,C,6.5
7/22/23 12:02:00 PM,C,6.5
7/22/23 12:03:00 PM,C,6.5
7/22/23 12:04:00 PM,C,6.5
7/22/23 12:05:00 PM,C,6.5
7/22/23 12:06:00 PM,C,7
7/22/23 12:07:00 PM,C,7
7/22/23 12:08:00 PM,C,7
7/22/23 12:09:00 PM,C,7
7/22/23 12:10:00 PM,C,7
7/22/23 12:11:00 PM,C,7
7/22/23 12:12:00 PM,C,7
7/22/23 12:13:00 PM,C,7
7/22/23 12:14:00 PM,C,7
7/22/23 12:15:00 PM,C,7
7/22/23 12:16:00 PM,C,7
7/22/23 12:17:00 PM,C,7
7/22/23 12:18:00 PM,C,7
7/22/23 12:19:00 PM,C,7
7/22/23 12:20:00 PM,C,7
7/22/23 12:21:00 PM,C,7
7/22/23 12:22:00 PM,C,7
7/22/23 12:23:00 PM,C,7
7/22/23 12:24:00 PM,C,6.5
7/22/23 12:25:00 PM,C,6.5
7/22/23 12:26:00 PM,C,6.5
7/22/23 12:27:00 PM,C,6.5
7/22/23 12:28:00 PM,C,6.5
7/22/23 12:29:00 PM,C,6.5
7/22/23 12:30:00 PM,C,6.5
7/22/23 12:31:00 PM,C,7
7/22/23 12:32:00 PM,C,7
7/22/23 12:33:00 PM,C,7
7/22/23 12:34:00 PM,C,7
7/22/23 12:35:00 PM,C,7
7/22/23 12:36:00 PM,C,7
7/22/23 12:37:00 PM,C,7
7/22/23 12:38:00 PM,C,6.5
7/22/23 12:39:00 PM,C,6.5
7/22/23 12:40:00 PM,C,6.5
7/22/23 12:41:00 PM,C,6.5
7/22/23 12:42:00 PM,C,6.5
7/22/23 12:43:00 PM,C,6.5
7/22/23 12:44:00 PM,C,6.5
7/22/23 12:45:00 PM,C,6.5
7/22/23 12:46:00 PM,C,6.5
7/22/23 12:47:00 PM,C,7
7/22/23 12:48:00 PM,C,7
7/22/23 12:49:00 PM,C,7
7/22/23 12:50:00 PM,C,6.5
7/22/23 12:51:00 PM,C,6.5
7/22/23 12:52:00 PM,C,6.5
7/22/23 12:53:00 PM,C,6.5
7/22/23 12:54:00 PM,C,6.5
7/22/23 12:55:00 PM,C,6.5
7/22/23 12:56:00 PM,C,6.5
7/22/23 12:57:00 PM,C,6.5
7/22/23 12:58:00 PM,C,6.5
7/22/23 12:59:00 PM,C,6.5
7/22/23 1:00:00 PM,C,6.5
7/22/23 1:01:00 PM,C,6.5
7/22/23 1:02:00 PM,C,7
7/22/23 1:03:00 PM,C,7
7/22/23 1:04:00 PM,C,7
7/22/23 1:05:00 PM,C,7
7/22/23 1:06:00 PM,C,7
7/22/23 1:07:00 PM,C,7
7/22/23 1:08:00 PM,C,7.5
